,CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,MEDV
0,2.3004,0.0,19.58,0.605,6.319,96.1,2.1,403,14.7,1.0
1,13.3598,0.0,18.1,0.693,5.8870000000000005,94.7,1.7821,666,20.2,0.0
2,0.12744,0.0,6.91,0.44799999999999995,6.77,2.9,5.7209,233,17.9,1.0
3,0.15875999999999998,0.0,10.81,0.413,5.961,17.5,5.2873,305,19.2,1.0
4,0.03768,80.0,1.52,0.40399999999999997,7.274,38.3,7.309,329,12.6,1.0
5,0.03705,20.0,3.33,0.4429,6.968,37.2,5.2447,216,14.9,1.0
6,0.07244,60.0,1.69,0.41100000000000003,5.8839999999999995,18.5,10.7103,411,18.3,0.0
7,0.1,34.0,6.09,0.433,6.982,17.7,5.4917,329,16.1,1.0
8,4.812130000000001,0.0,18.1,0.713,6.7010000000000005,90.0,2.5975,666,20.2,0.0
9,0.15086,0.0,27.74,0.609,5.454,92.7,1.8209,711,20.1,0.0
10,38.3518,0.0,18.1,0.693,5.452999999999999,100.0,1.4896,666,20.2,0.0
11,0.05479,33.0,2.18,0.47200000000000003,6.6160000000000005,58.1,3.37,222,18.4,1.0
12,4.541919999999999,0.0,18.1,0.77,6.398,88.0,2.5182,666,20.2,1.0
13,0.7857,20.0,3.97,0.647,7.013999999999999,84.6,2.1329,264,13.0,1.0
14,3.5350099999999998,0.0,19.58,0.871,6.152,82.6,1.7455,403,14.7,0.0
15,1.22358,0.0,19.58,0.605,6.943,97.4,1.8773,403,14.7,1.0
16,0.08826,0.0,10.81,0.413,6.417000000000001,6.6,5.2873,305,19.2,1.0
17,3.56868,0.0,18.1,0.58,6.437,75.0,2.8965,666,20.2,1.0
18,3.4742800000000003,0.0,18.1,0.718,8.78,82.9,1.9047,666,20.2,1.0
19,0.05735,0.0,4.49,0.449,6.63,56.1,4.4377,247,18.5,1.0
20,0.04981,21.0,5.64,0.439,5.997999999999999,21.4,6.8147,243,16.8,1.0
21,0.17505,0.0,5.96,0.499,5.966,30.2,3.8473,279,19.2,1.0
22,7.75223,0.0,18.1,0.713,6.301,83.7,2.7831,666,20.2,0.0
23,8.26725,0.0,18.1,0.6679999999999999,5.875,89.6,1.1296,666,20.2,1.0
24,5.66637,0.0,18.1,0.74,6.218999999999999,100.0,2.0048,666,20.2,0.0
25,0.17331,0.0,9.69,0.585,5.707000000000001,54.0,2.3817,391,19.2,1.0
26,0.14476,0.0,10.01,0.547,5.731,65.2,2.7592,432,17.8,0.0
27,1.27346,0.0,19.58,0.605,6.25,92.6,1.7984,403,14.7,1.0
28,6.39312,0.0,18.1,0.584,6.162000000000001,97.4,2.206,666,20.2,0.0
29,8.792119999999999,0.0,18.1,0.584,5.565,70.6,2.0635,666,20.2,0.0
30,0.0566,0.0,3.41,0.489,7.007000000000001,86.3,3.4217,270,17.8,1.0
31,0.03932,0.0,3.41,0.489,6.405,73.9,3.0921,270,17.8,1.0
32,8.64476,0.0,18.1,0.693,6.193,92.6,1.7912,666,20.2,0.0
33,0.46296000000000004,0.0,6.2,0.504,7.412000000000001,76.9,3.6715,307,17.4,1.0
34,2.924,0.0,19.58,0.605,6.101,93.0,2.2834,403,14.7,1.0
35,15.288,0.0,18.1,0.6709999999999999,6.649,93.3,1.3449,666,20.2,0.0
36,1.46336,0.0,19.58,0.605,7.489,90.8,1.9709,403,14.7,1.0
37,0.29819,0.0,6.2,0.504,7.686,17.0,3.3751,307,17.4,1.0
38,9.329089999999999,0.0,18.1,0.713,6.185,98.7,2.2616,666,20.2,0.0
39,0.32264,0.0,21.89,0.624,5.942,93.5,1.9669,437,21.2,0.0
40,0.030410000000000003,0.0,5.19,0.515,5.895,59.6,5.615,224,20.2,0.0
41,41.5292,0.0,18.1,0.693,5.531000000000001,85.4,1.6074,666,20.2,0.0
42,0.55778,0.0,21.89,0.624,6.335,98.2,2.1107,437,21.2,0.0
43,0.34006,0.0,21.89,0.624,6.457999999999999,98.9,2.1185,437,21.2,0.0
44,1.8002799999999999,0.0,19.58,0.605,5.877000000000001,79.2,2.4259,403,14.7,1.0
45,0.38214000000000004,0.0,6.2,0.504,8.04,86.5,3.2157,307,17.4,1.0
46,0.09744,0.0,5.96,0.499,5.841,61.4,3.3779,279,19.2,1.0
47,9.82349,0.0,18.1,0.6709999999999999,6.794,98.8,1.358,666,20.2,0.0
48,11.9511,0.0,18.1,0.659,5.608,100.0,1.2852,666,20.2,1.0
49,0.08387,0.0,12.83,0.43700000000000006,5.874,36.6,4.5026,398,18.7,1.0
50,1.19294,0.0,21.89,0.624,6.3260000000000005,97.7,2.271,437,21.2,0.0
51,1.49632,0.0,19.58,0.871,5.404,100.0,1.5916,403,14.7,0.0
52,22.0511,0.0,18.1,0.74,5.818,92.4,1.8662,666,20.2,0.0
53,0.09849,0.0,25.65,0.581,5.879,95.8,2.0063,188,19.1,0.0
54,7.9924800000000005,0.0,18.1,0.7,5.52,100.0,1.5331,666,20.2,0.0
55,5.8240099999999995,0.0,18.1,0.532,6.242000000000001,64.7,3.4242,666,20.2,1.0
56,0.19072999999999998,22.0,5.86,0.431,6.718,17.5,7.8265,330,19.1,1.0
57,1.25179,0.0,8.14,0.5379999999999999,5.57,98.1,3.7979,307,21.0,0.0
58,0.0795,60.0,1.69,0.41100000000000003,6.579,35.9,10.7103,411,18.3,1.0
59,0.15098,0.0,10.01,0.547,6.021,82.6,2.7474,432,17.8,0.0
60,2.36862,0.0,19.58,0.871,4.926,95.7,1.4608,403,14.7,0.0
61,4.64689,0.0,18.1,0.614,6.98,67.6,2.5329,666,20.2,1.0
62,0.11132,0.0,27.74,0.609,5.983,83.5,2.1099,711,20.1,1.0
63,0.037380000000000004,0.0,5.19,0.515,6.31,38.5,6.4584,224,20.2,1.0
64,0.32982,0.0,21.89,0.624,5.822,95.4,2.4699,437,21.2,0.0
65,7.83932,0.0,18.1,0.655,6.209,65.4,2.9634,666,20.2,1.0
66,0.09103,0.0,2.46,0.488,7.155,92.2,2.7006,193,17.8,1.0
67,0.37578,0.0,10.59,0.489,5.404,88.6,3.665,277,18.6,0.0
68,9.18702,0.0,18.1,0.7,5.5360000000000005,100.0,1.5804,666,20.2,0.0
69,0.07875,45.0,3.44,0.43700000000000006,6.782,41.1,3.7886,398,15.2,1.0
70,9.2323,0.0,18.1,0.631,6.216,100.0,1.1691,666,20.2,1.0
71,9.39063,0.0,18.1,0.74,5.627000000000001,93.9,1.8172,666,20.2,0.0
72,0.20608,22.0,5.86,0.431,5.593,76.5,7.9549,330,19.1,0.0
73,6.288069999999999,0.0,18.1,0.74,6.341,96.4,2.072,666,20.2,0.0
74,0.24103000000000002,0.0,7.38,0.493,6.082999999999999,43.7,5.4159,287,19.6,1.0
75,51.1358,0.0,18.1,0.597,5.757000000000001,100.0,1.413,666,20.2,0.0
76,0.80271,0.0,8.14,0.5379999999999999,5.456,36.6,3.7965,307,21.0,1.0
77,0.02729,0.0,7.07,0.469,7.185,61.1,4.9671,242,17.8,1.0
78,0.13642,0.0,10.59,0.489,5.891,22.3,3.9454,277,18.6,1.0
79,0.05083,0.0,5.19,0.515,6.316,38.1,6.4584,224,20.2,1.0
80,0.18836,0.0,6.91,0.44799999999999995,5.7860000000000005,33.3,5.1004,233,17.9,1.0
81,1.12658,0.0,19.58,0.871,5.012,88.0,1.6102,403,14.7,0.0
82,0.537,0.0,6.2,0.504,5.981,68.1,3.6715,307,17.4,1.0
83,0.07886,80.0,4.95,0.41100000000000003,7.148,27.7,5.1167,245,19.2,1.0
84,0.009059999999999999,90.0,2.97,0.4,7.087999999999999,20.8,7.3073,285,15.3,1.0
85,0.17899,0.0,9.69,0.585,5.67,28.8,2.7986,391,19.2,1.0
86,0.11425,0.0,13.89,0.55,6.372999999999999,92.4,3.3633,276,16.4,1.0
87,18.0846,0.0,18.1,0.679,6.434,100.0,1.8347,666,20.2,0.0
88,0.62356,0.0,6.2,0.507,6.879,77.7,3.2721,307,17.4,1.0
89,5.669980000000001,0.0,18.1,0.631,6.683,96.8,1.3567,666,20.2,1.0
90,0.05425,0.0,4.05,0.51,6.315,73.4,3.3175,296,16.6,1.0
91,15.1772,0.0,18.1,0.74,6.152,100.0,1.9142,666,20.2,0.0
92,4.898219999999999,0.0,18.1,0.631,4.97,100.0,1.3325,666,20.2,1.0
93,7.05042,0.0,18.1,0.614,6.103,85.1,2.0218,666,20.2,0.0
94,19.6091,0.0,18.1,0.6709999999999999,7.313,97.9,1.3163,666,20.2,0.0
95,0.07165,0.0,25.65,0.581,6.004,84.1,2.1974,188,19.1,1.0
96,0.051879999999999996,0.0,4.49,0.449,6.015,45.1,4.4272,247,18.5,1.0
97,0.04297,52.5,5.32,0.405,6.565,22.9,7.3172,293,16.6,1.0
98,0.20745999999999998,0.0,27.74,0.609,5.093,98.0,1.8226,711,20.1,0.0
99,0.6718,0.0,18.1,0.74,6.459,94.8,1.9879,666,20.2,0.0
100,0.03551,25.0,4.86,0.426,6.167000000000001,46.7,5.4007,281,19.0,1.0
101,0.55007,20.0,3.97,0.647,7.206,91.6,1.9301,264,13.0,1.0
102,5.7081800000000005,0.0,18.1,0.532,6.75,74.9,3.3317,666,20.2,1.0
103,0.33147,0.0,6.2,0.507,8.247,70.4,3.6519,307,17.4,1.0
104,0.61154,20.0,3.97,0.647,8.704,86.9,1.801,264,13.0,1.0
105,0.19802,0.0,10.59,0.489,6.182,42.4,3.9454,277,18.6,1.0
106,0.15936,0.0,6.91,0.44799999999999995,6.211,6.5,5.7209,233,17.9,1.0
107,10.0623,0.0,18.1,0.584,6.832999999999999,94.3,2.0882,666,20.2,0.0
108,1.51902,0.0,19.58,0.605,8.375,93.9,2.162,403,14.7,1.0
109,13.5222,0.0,18.1,0.631,3.863,100.0,1.5106,666,20.2,1.0
110,0.13914,0.0,4.05,0.51,5.572,88.5,2.5961,296,16.6,1.0
111,0.015009999999999999,90.0,1.21,0.401,7.922999999999999,24.8,5.885,198,13.6,1.0
112,0.08265,0.0,13.92,0.43700000000000006,6.127000000000001,18.4,5.5027,289,16.0,1.0
113,5.87205,0.0,18.1,0.693,6.405,96.0,1.6768,666,20.2,0.0
114,0.04462,25.0,4.86,0.426,6.619,70.4,5.4007,281,19.0,1.0
115,0.30346999999999996,0.0,7.38,0.493,6.312,28.9,5.4159,287,19.6,1.0
116,0.01439,60.0,2.93,0.401,6.604,18.8,6.2196,265,15.6,1.0
117,0.05644,40.0,6.41,0.447,6.757999999999999,32.9,4.0776,254,17.6,1.0
118,4.668830000000001,0.0,18.1,0.713,5.976,87.9,2.5806,666,20.2,0.0
119,0.9557700000000001,0.0,8.14,0.5379999999999999,6.047000000000001,88.8,4.4534,307,21.0,0.0
120,0.03871,52.5,5.32,0.405,6.209,31.3,7.3172,293,16.6,1.0
121,5.73116,0.0,18.1,0.532,7.061,77.0,3.4106,666,20.2,1.0
122,11.5779,0.0,18.1,0.7,5.0360000000000005,97.0,1.77,666,20.2,0.0
123,0.21124,12.5,7.87,0.524,5.631,100.0,6.0821,311,15.2,0.0
124,0.1146,20.0,6.96,0.46399999999999997,6.537999999999999,58.7,3.9175,223,18.6,1.0
125,2.37934,0.0,19.58,0.871,6.13,100.0,1.4191,403,14.7,0.0
126,0.34109,0.0,7.38,0.493,6.415,40.1,4.7211,287,19.6,1.0
127,0.40771,0.0,6.2,0.507,6.164,91.3,3.048,307,17.4,1.0
128,0.04203,28.0,15.04,0.46399999999999997,6.442,53.6,3.6659,270,18.2,1.0
129,0.02543,55.0,3.78,0.484,6.696000000000001,56.4,5.7321,370,17.6,1.0
130,0.49298000000000003,0.0,9.9,0.544,6.635,82.5,3.3175,304,18.4,1.0
131,0.08187,0.0,2.89,0.445,7.82,36.9,3.4952,276,18.0,1.0
132,4.8356699999999995,0.0,18.1,0.583,5.905,53.2,3.1523,666,20.2,1.0
133,25.9406,0.0,18.1,0.679,5.303999999999999,89.1,1.6475,666,20.2,0.0
134,3.6782199999999996,0.0,18.1,0.77,5.362,96.2,2.1036,666,20.2,1.0
135,0.22438000000000002,0.0,9.69,0.585,6.027,79.7,2.4982,391,19.2,0.0
136,15.8744,0.0,18.1,0.6709999999999999,6.545,99.1,1.5192,666,20.2,0.0
137,0.32543,0.0,21.89,0.624,6.431,98.8,1.8125,437,21.2,0.0
138,0.030489999999999996,55.0,3.78,0.484,6.874,28.1,6.4654,370,17.6,1.0
139,0.06588,0.0,2.46,0.488,7.765,83.3,2.741,193,17.8,1.0
140,0.03537,34.0,6.09,0.433,6.59,40.4,5.4917,329,16.1,1.0
141,0.045439999999999994,0.0,3.24,0.46,6.144,32.2,5.8736,430,16.9,0.0
142,0.06151,0.0,5.19,0.515,5.968,58.5,4.8122,224,20.2,0.0
143,0.05602000000000001,0.0,2.46,0.488,7.831,53.6,3.1992,193,17.8,1.0
144,73.5341,0.0,18.1,0.679,5.957000000000001,100.0,1.8026,666,20.2,0.0
145,0.03466,35.0,6.06,0.4379,6.031000000000001,23.3,6.6407,304,16.9,0.0
146,0.26169000000000003,0.0,9.9,0.544,6.023,90.4,2.8339999999999996,304,18.4,0.0
147,0.33983,22.0,5.86,0.431,6.108,34.9,8.0555,330,19.1,1.0
148,0.04819,80.0,3.64,0.392,6.108,32.0,9.2203,315,16.4,1.0
149,0.062110000000000005,40.0,1.25,0.429,6.49,44.4,8.7921,335,19.7,1.0
150,0.021769999999999998,82.5,2.03,0.415,7.61,15.7,6.27,348,14.7,1.0
151,2.37857,0.0,18.1,0.583,5.871,41.9,3.7239999999999998,666,20.2,1.0
152,0.04337,21.0,5.64,0.439,6.115,63.0,6.8147,243,16.8,1.0
153,0.5201399999999999,20.0,3.97,0.647,8.398,91.5,2.2885,264,13.0,1.0
154,0.6379600000000001,0.0,8.14,0.5379999999999999,6.096,84.5,4.4619,307,21.0,0.0
155,1.00245,0.0,8.14,0.5379999999999999,6.6739999999999995,87.3,4.239,307,21.0,1.0
156,8.24809,0.0,18.1,0.713,7.393,99.3,2.4527,666,20.2,0.0
157,0.14866,0.0,8.56,0.52,6.727,79.9,2.7778,384,20.9,1.0
158,0.06262999999999999,0.0,11.93,0.573,6.593,69.1,2.4786,273,21.0,1.0
159,15.8603,0.0,18.1,0.679,5.896,95.4,1.9096,666,20.2,0.0
160,0.032369999999999996,0.0,2.18,0.45799999999999996,6.997999999999999,45.8,6.0622,222,18.7,1.0
161,1.2324700000000002,0.0,8.14,0.5379999999999999,6.142,91.7,3.9769,307,21.0,0.0
162,9.91655,0.0,18.1,0.693,5.852,77.8,1.5004,666,20.2,0.0
163,1.6128200000000001,0.0,8.14,0.5379999999999999,6.096,96.9,3.7598,307,21.0,0.0
164,0.0351,95.0,2.68,0.4161,7.853,33.2,5.118,224,14.7,1.0
165,0.02187,60.0,2.93,0.401,6.8,9.9,6.2196,265,15.6,1.0
166,0.06888,0.0,2.46,0.488,6.144,62.2,2.5979,193,17.8,1.0
167,0.18337,0.0,27.74,0.609,5.414,98.3,1.7554,711,20.1,0.0
168,0.03615,80.0,4.95,0.41100000000000003,6.63,23.4,5.1167,245,19.2,1.0
169,0.84054,0.0,8.14,0.5379999999999999,5.599,85.7,4.4546,307,21.0,0.0
170,0.0578,0.0,2.46,0.488,6.98,58.4,2.8289999999999997,193,17.8,1.0
171,9.92485,0.0,18.1,0.74,6.251,96.6,2.198,666,20.2,0.0
172,0.049319999999999996,33.0,2.18,0.47200000000000003,6.849,70.3,3.1827,222,18.4,1.0
173,0.25915,0.0,21.89,0.624,5.693,96.0,1.7883,437,21.2,0.0
174,6.44405,0.0,18.1,0.584,6.425,74.8,2.2004,666,20.2,0.0
175,16.8118,0.0,18.1,0.7,5.277,98.1,1.4261,666,20.2,0.0
176,0.54452,0.0,21.89,0.624,6.151,97.9,1.6687,437,21.2,0.0
177,0.12204000000000001,0.0,2.89,0.445,6.625,57.8,3.4952,276,18.0,1.0
178,0.5401100000000001,20.0,3.97,0.647,7.202999999999999,81.8,2.1121,264,13.0,1.0
179,14.2362,0.0,18.1,0.693,6.343,100.0,1.5741,666,20.2,0.0
180,0.22926999999999997,0.0,6.91,0.44799999999999995,6.03,85.5,5.6894,233,17.9,0.0
181,0.14052,0.0,10.59,0.489,6.375,32.3,3.9454,277,18.6,1.0
182,0.26363000000000003,0.0,8.56,0.52,6.229,91.2,2.5451,384,20.9,0.0
183,0.67191,0.0,8.14,0.5379999999999999,5.813,90.3,4.6819999999999995,307,21.0,0.0
184,6.65492,0.0,18.1,0.713,6.317,83.0,2.7344,666,20.2,0.0
185,14.4383,0.0,18.1,0.597,6.852,100.0,1.4655,666,20.2,1.0
186,4.75237,0.0,18.1,0.713,6.525,86.5,2.4358,666,20.2,0.0
187,0.0187,85.0,4.15,0.429,6.516,27.7,8.5353,351,17.9,1.0
188,7.40389,0.0,18.1,0.597,5.617000000000001,97.9,1.4547,666,20.2,0.0
189,5.29305,0.0,18.1,0.7,6.051,82.5,2.1678,666,20.2,1.0
190,37.6619,0.0,18.1,0.679,6.202000000000001,78.7,1.8629,666,20.2,0.0
191,0.51183,0.0,6.2,0.507,7.358,71.6,4.148,307,17.4,1.0
192,0.10328,25.0,5.13,0.45299999999999996,5.9270000000000005,47.2,6.932,284,19.7,0.0
193,14.3337,0.0,18.1,0.7,4.88,100.0,1.5895,666,20.2,0.0
194,0.06899,0.0,25.65,0.581,5.87,69.7,2.2577,188,19.1,1.0
195,0.03659,25.0,4.86,0.426,6.3020000000000005,32.2,5.4007,281,19.0,1.0
196,0.5341199999999999,20.0,3.97,0.647,7.52,89.4,2.1398,264,13.0,1.0
197,0.02985,0.0,2.18,0.45799999999999996,6.43,58.7,6.0622,222,18.7,1.0
198,0.6147,0.0,6.2,0.507,6.617999999999999,80.8,3.2721,307,17.4,1.0
199,4.422280000000001,0.0,18.1,0.584,6.002999999999999,94.5,2.5403,666,20.2,0.0
200,0.02731,0.0,7.07,0.469,6.421,78.9,4.9671,242,17.8,1.0
201,0.62976,0.0,8.14,0.5379999999999999,5.949,61.8,4.7075,307,21.0,1.0
202,0.8520399999999999,0.0,8.14,0.5379999999999999,5.965,89.2,4.0123,307,21.0,0.0
203,0.08829,12.5,7.87,0.524,6.0120000000000005,66.6,5.5605,311,15.2,1.0
204,0.11069000000000001,0.0,13.89,0.55,5.9510000000000005,93.8,2.8893,276,16.4,1.0
205,0.03961,0.0,5.19,0.515,6.037000000000001,34.5,5.9853,224,20.2,1.0
206,0.27957,0.0,9.69,0.585,5.926,42.6,2.3817,391,19.2,1.0
207,0.82526,20.0,3.97,0.647,7.327000000000001,94.5,2.0788,264,13.0,1.0
208,0.10793,0.0,8.56,0.52,6.195,54.4,2.7778,384,20.9,1.0
209,25.0461,0.0,18.1,0.693,5.987,100.0,1.5888,666,20.2,0.0
210,0.01709,90.0,2.02,0.41,6.728,36.1,12.1265,187,17.0,1.0
211,1.8337700000000001,0.0,19.58,0.605,7.8020000000000005,98.2,2.0407,403,14.7,1.0
212,0.06663999999999999,0.0,4.05,0.51,6.546,33.1,3.1323,296,16.6,1.0
213,0.08244,30.0,4.93,0.428,6.481,18.5,6.1899,300,16.6,1.0
214,0.01965,80.0,1.76,0.385,6.23,31.5,9.0892,241,18.2,1.0
215,24.8017,0.0,18.1,0.693,5.349,96.0,1.7028,666,20.2,0.0
216,3.32105,0.0,19.58,0.871,5.403,100.0,1.3216,403,14.7,0.0
217,0.22211999999999998,0.0,10.01,0.547,6.0920000000000005,95.4,2.548,432,17.8,0.0
218,14.4208,0.0,18.1,0.74,6.461,93.3,2.0026,666,20.2,0.0
219,0.7258,0.0,8.14,0.5379999999999999,5.727,69.5,3.7965,307,21.0,0.0
220,1.4250200000000002,0.0,19.58,0.871,6.51,100.0,1.7659,403,14.7,1.0
221,14.0507,0.0,18.1,0.597,6.657,100.0,1.5275,666,20.2,0.0
222,8.20058,0.0,18.1,0.713,5.936,80.3,2.7792,666,20.2,0.0
223,15.0234,0.0,18.1,0.614,5.303999999999999,97.3,2.1007,666,20.2,0.0
224,1.3547200000000001,0.0,8.14,0.5379999999999999,6.072,100.0,4.175,307,21.0,0.0
225,8.05579,0.0,18.1,0.584,5.4270000000000005,95.4,2.4298,666,20.2,0.0
226,0.19657,22.0,5.86,0.431,6.226,79.2,8.0555,330,19.1,1.0
227,0.050589999999999996,0.0,4.49,0.449,6.388999999999999,48.0,4.7794,247,18.5,1.0
228,0.09299,0.0,25.65,0.581,5.961,92.9,2.0869,188,19.1,1.0
229,1.05393,0.0,8.14,0.5379999999999999,5.935,29.3,4.4986,307,21.0,1.0
230,0.12579,45.0,3.44,0.43700000000000006,6.556,29.1,4.5667,398,15.2,1.0
231,0.17446,0.0,10.59,0.489,5.96,92.1,3.8771,277,18.6,1.0
232,0.16211,20.0,6.96,0.46399999999999997,6.24,16.3,4.428999999999999,223,18.6,1.0
233,0.22489,12.5,7.87,0.524,6.377000000000001,94.3,6.3467,311,15.2,0.0
234,45.7461,0.0,18.1,0.693,4.519,100.0,1.6582,666,20.2,0.0
235,2.2423599999999997,0.0,19.58,0.605,5.854,91.8,2.4219999999999997,403,14.7,1.0
236,0.29916,20.0,6.96,0.46399999999999997,5.856,42.1,4.428999999999999,223,18.6,1.0
237,8.71675,0.0,18.1,0.693,6.471,98.8,1.7257,666,20.2,0.0
238,0.07022,0.0,4.05,0.51,6.02,47.2,3.5549,296,16.6,1.0
239,0.09164,0.0,10.81,0.413,6.065,7.8,5.2873,305,19.2,1.0
240,24.3938,0.0,18.1,0.7,4.652,100.0,1.4672,666,20.2,0.0
241,0.14932,25.0,5.13,0.45299999999999996,5.7410000000000005,66.2,7.2254,284,19.7,0.0
242,0.12932000000000002,0.0,13.92,0.43700000000000006,6.678,31.1,5.9604,289,16.0,1.0
243,5.20177,0.0,18.1,0.77,6.127000000000001,83.4,2.7227,666,20.2,1.0
244,0.31827,0.0,9.9,0.544,5.914,83.2,3.9986,304,18.4,0.0
245,0.11504,0.0,2.89,0.445,6.162999999999999,69.6,3.4952,276,18.0,1.0
246,0.10574000000000001,0.0,27.74,0.609,5.983,98.8,1.8681,711,20.1,0.0
247,0.7842,0.0,8.14,0.5379999999999999,5.99,81.7,4.2579,307,21.0,0.0
248,2.4466799999999997,0.0,19.58,0.871,5.272,94.0,1.7364,403,14.7,0.0
249,0.06047,0.0,2.46,0.488,6.153,68.8,3.2797,193,17.8,1.0
250,0.25387,0.0,6.91,0.44799999999999995,5.399,95.3,5.87,233,17.9,0.0
